"graph","subject","type","http://schema.org/ratingCount","http://schema.org/wordCount","http://schema.org/height","http://schema.org/actors","http://schema.org/sameAs","http://schema.org/musicBy","http://schema.org/jobTitle","http://schema.org/keywords","http://schema.org/reviewBody","http://schema.org/itemListElement","http://schema.org/thumbnail","http://schema.org/dateCreated","http://schema.org/url","http://schema.org/givenName","http://schema.org/subtitleLanguage","http://schema.org/mainEntityOfPage","http://schema.org/countryOfOrigin","http://schema.org/publisher","http://schema.org/worstRating","http://schema.org/potentialAction","http://schema.org/isPartOf","http://schema.org/video","http://schema.org/review","http://schema.org/interactionStatistic","http://schema.org/bestRating","http://schema.org/target","http://schema.org/reviewRating","http://schema.org/uploadDate","http://schema.org/genre","http://schema.org/contentRating","http://schema.org/caption","http://schema.org/image","http://schema.org/description","http://schema.org/logo","http://schema.org/thumbnailUrl","http://schema.org/itemReviewed","http://schema.org/articleSection","http://schema.org/workExample","http://schema.org/datePublished","http://schema.org/urlTemplate","http://schema.org/alternativeHeadline","http://schema.org/dateModified","http://schema.org/aggregateRating","http://schema.org/userInteractionCount","http://schema.org/reviewCount","http://schema.org/worksFor","http://schema.org/about","http://schema.org/contentUrl","http://schema.org/inLanguage","http://schema.org/interactionType","http://schema.org/headline","http://schema.org/query-input","http://schema.org/name","http://schema.org/duration","http://schema.org/item","http://schema.org/copyrightYear","http://schema.org/isAccessibleForFree","http://schema.org/breadcrumb","http://schema.org/director","http://schema.org/actor","http://schema.org/trailer","http://schema.org/URL","http://schema.org/copyrightHolder","http://schema.org/position","http://schema.org/author","http://schema.org/isFamilyFriendly","http://schema.org/productionCompany","http://schema.org/primaryImageOfPage","http://schema.org/ratingValue","http://schema.org/width","http://schema.org/embedUrl"
"https://cinemaone.net/title/tt1343084","n7d197e394980431fbe5f70704ba3dec8xb6","http://schema.org/Person","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Adina Andrei""","","","","","","","","","","","","","","","","","",""
"https://comic-watch.com/movies/thor-the-dark-world-elves-gone-bad","n7f31c16190ca469bb9f1b4d780468ef9xb1","http://schema.org/Review","","","","","","","","","""""","","","","","","","","","","","","","","","","","","_:n7f31c16190ca469bb9f1b4d780468ef9xb3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","_:n7f31c16190ca469bb9f1b4d780468ef9xb2","","","","","",""
"https://comic-watch.com/movies/thor-the-dark-world-elves-gone-bad","n7f31c16190ca469bb9f1b4d780468ef9xb2","http://schema.org/Person","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Rob Price""","","","","","","","","","","","","","","","","","",""
"https://comic-watch.com/movies/thor-the-dark-world-elves-gone-bad","n7f31c16190ca469bb9f1b4d780468ef9xb0","http://schema.org/Movie","","","","","","","","","","","","""2013-11-08""^^<http://schema.org/Date>","","","","","","","","","","","_:n7f31c16190ca469bb9f1b4d780468ef9xb1","","","","","","<https://comic-watch.com/movies/Action>||||<https://comic-watch.com/movies/Adaptation>||||<https://comic-watch.com/movies/Comedy>||||<https://comic-watch.com/movies/Drama>||||<https://comic-watch.com/movies/Fantasy>||||<https://comic-watch.com/movies/Magic>||||<https://comic-watch.com/movies/Romance>||||<https://comic-watch.com/movies/Sci-Fi>||||<https://comic-watch.com/movies/Space>||||<https://comic-watch.com/movies/Superhero>","","","<https://comic-watch.com/wp-content/uploads/2022/07/y5qvzv8jhsbqmaeampzp7v-1200-80.jpg>","","","","","","","","","","","","","","","","","","","","","""Thor: The Dark World""","","","","","","""Alan Taylor""","""Chris Hemsworth""||||""Natalie Portman""||||""Tom Hiddleston""||||""Anthony Hopkins""||||""Christopher Eccleston""","","","","","","","","","","",""
"https://comic-watch.com/movies/thor-the-dark-world-elves-gone-bad","n7f31c16190ca469bb9f1b4d780468ef9xb3","http://schema.org/Rating","","","","","","","","","","","","","","","","","","","""0""^^<http://www.w3.org/2001/XMLSchema#integer>","","","","","","""10""^^<http://www.w3.org/2001/XMLSchema#integer>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""8.8E0""^^<http://www.w3.org/2001/XMLSchema#double>","",""
"https://dafilms.com/film/9919-invertebrates","https://dafilms.com/film/9919-invertebrates","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Invertebrates""","","","","","","","","","","","","","","","","","",""
"https://dafilms.com/film/9919-invertebrates","https://dafilms.com/film","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Documentary Films""","","","","","","","","","","","","","","","","","",""
"https://dafilms.com/film/9919-invertebrates","n5431080db8384eca9059952d708d8f05xb1","http://schema.org/Person","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""""","","","","","","","","","","","","","","","","","",""
"https://dafilms.com/film/9919-invertebrates","n5431080db8384eca9059952d708d8f05xb0","http://schema.org/Movie","","","","","","","","","","","","""2016-08-01T00:00:00+02:00""^^<http://schema.org/Date>","<https://dafilms.com/film/9919-invertebrates>","","","","","","","","","","","","","","","","","","","<https://dafilms.com/media/gallery/2016/07/28/bezobratli_1.png>","""Authorial reportage about looking for stolen things.
""","","","","","","","","","","","","","","","","","","","","""Invertebrates""","","","","","","_:n5431080db8384eca9059952d708d8f05xb2","_:n5431080db8384eca9059952d708d8f05xb1","","","","","","","","","","",""
"https://dafilms.com/film/9919-invertebrates","n5431080db8384eca9059952d708d8f05xb2","http://schema.org/Person","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://dafilms.com/film/9919-invertebrates","n0f0779716b5a44199be9f0b08d3a51c3xb0","http://schema.org/BreadcrumbList","","","","","","","","","","_:n0f0779716b5a44199be9f0b08d3a51c3xb1||||_:n0f0779716b5a44199be9f0b08d3a51c3xb2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://dafilms.com/film/9919-invertebrates","n0f0779716b5a44199be9f0b08d3a51c3xb1","http://schema.org/ListItem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<https://dafilms.com/film>","","","","","","","","","""1""^^<http://www.w3.org/2001/XMLSchema#integer>","","","","","","",""
"https://dafilms.com/film/9919-invertebrates","n0f0779716b5a44199be9f0b08d3a51c3xb2","http://schema.org/ListItem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<https://dafilms.com/film/9919-invertebrates>","","","","","","","","","""2""^^<http://www.w3.org/2001/XMLSchema#integer>","","","","","","",""
"https://decritici.nl/recensie/spiderman-across-the-spiderverse","ndf624392ae724fb1a4ff23b22abe12e1xb11","http://schema.org/ImageObject","","","""600""^^<http://www.w3.org/2001/XMLSchema#integer>","","","","","","","","","","<https://static.decritici.nl/images/cf2/db1d517c720a4595bcd060e29538670f147108060.webp>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""400""^^<http://www.w3.org/2001/XMLSchema#integer>",""
"https://decritici.nl/recensie/spiderman-across-the-spiderverse","ndf624392ae724fb1a4ff23b22abe12e1xb10","http://schema.org/Person","","","","","<https://decritici.nl/mensen/justin-k-thompson>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Justin K. Thompson""","","","","","","","","","","","","","","","","","",""
"https://decritici.nl/recensie/spiderman-across-the-spiderverse","ndf624392ae724fb1a4ff23b22abe12e1xb13","http://schema.org/Rating","","","","","","","","","","","","","","","","","","","""1""^^<http://www.w3.org/2001/XMLSchema#integer>","","","","","","""10""^^<http://www.w3.org/2001/XMLSchema#integer>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""7""^^<http://www.w3.org/2001/XMLSchema#integer>","",""
"https://decritici.nl/recensie/spiderman-across-the-spiderverse","ndf624392ae724fb1a4ff23b22abe12e1xb12","http://schema.org/Organization","","","","","<https://decritici.nl>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""De Critici""","","","","","","","","","","","","","","","","","",""
"https://decritici.nl/recensie/spiderman-across-the-spiderverse","ndf624392ae724fb1a4ff23b22abe12e1xb5","http://schema.org/Person","","","","","<https://decritici.nl/mensen/oscar-isaac>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Oscar Isaac""","","","","","","","","","","","","","","","","","",""
"https://decritici.nl/recensie/spiderman-across-the-spiderverse","ndf624392ae724fb1a4ff23b22abe12e1xb6","http://schema.org/Person","","","","","<https://decritici.nl/mensen/hailee-steinfeld>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Hailee Steinfeld""","","","","","","","","","","","","","","","","","",""
"https://decritici.nl/recensie/spiderman-across-the-spiderverse","ndf624392ae724fb1a4ff23b22abe12e1xb7","http://schema.org/Person","","","","","<https://decritici.nl/mensen/jake-johnson>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Jake Johnson""","","","","","","","","","","","","","","","","","",""
"https://decritici.nl/recensie/spiderman-across-the-spiderverse","ndf624392ae724fb1a4ff23b22abe12e1xb8","http://schema.org/Person","","","","","<https://decritici.nl/mensen/shameik-moore>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Shameik Moore""","","","","","","","","","","","","","","","","","",""
"https://decritici.nl/recensie/spiderman-across-the-spiderverse","ndf624392ae724fb1a4ff23b22abe12e1xb1","http://schema.org/Person","","","","","<https://decritici.nl/leden/hannah-steen>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Hannah Steen""","","","","","","","","","","","","","","","","","",""
"https://decritici.nl/recensie/spiderman-across-the-spiderverse","ndf624392ae724fb1a4ff23b22abe12e1xb2","http://schema.org/ImageObject","","","","","","","","","","","","","<https://static.decritici.nl/images/f0d/20d464058e9899fe874cd576096e3494147129932.webp>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://decritici.nl/recensie/spiderman-across-the-spiderverse","ndf624392ae724fb1a4ff23b22abe12e1xb3","http://schema.org/InteractionCounter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""0""^^<http://www.w3.org/2001/XMLSchema#integer>","","","","","","""http://schema.org/CommentAction""","","","","","","","","","","","","","","","","","","","","",""
"https://decritici.nl/recensie/spiderman-across-the-spiderverse","ndf624392ae724fb1a4ff23b22abe12e1xb4","http://schema.org/Movie","","","","","<https://decritici.nl/films/spider-man-across-the-spider-verse>","","","","","","","","","","","","","","","","","","","","","","","","","","","_:ndf624392ae724fb1a4ff23b22abe12e1xb11","","","","","","","","","","","","","","","","","","","","","""Spider-Man: Across the Spider-Verse""","","","","","","_:ndf624392ae724fb1a4ff23b22abe12e1xb9||||_:ndf624392ae724fb1a4ff23b22abe12e1xb10","_:ndf624392ae724fb1a4ff23b22abe12e1xb5||||_:ndf624392ae724fb1a4ff23b22abe12e1xb6||||_:ndf624392ae724fb1a4ff23b22abe12e1xb7||||_:ndf624392ae724fb1a4ff23b22abe12e1xb8","","","","","","","","","","",""
"https://decritici.nl/recensie/spiderman-across-the-spiderverse","ndf624392ae724fb1a4ff23b22abe12e1xb9","http://schema.org/Person","","","","","<https://decritici.nl/mensen/kemp-powers>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Kemp Powers""","","","","","","","","","","","","","","","","","",""
"https://decritici.nl/recensie/spiderman-across-the-spiderverse","ndf624392ae724fb1a4ff23b22abe12e1xb0","http://schema.org/Review","","","","","","","","","","","","","<https://decritici.nl/recensie/spiderman-across-the-spiderverse>","","","<https://decritici.nl/recensie/spiderman-across-the-spiderverse>","","_:ndf624392ae724fb1a4ff23b22abe12e1xb12","","","","","","_:ndf624392ae724fb1a4ff23b22abe12e1xb3","","","_:ndf624392ae724fb1a4ff23b22abe12e1xb13","","","","","_:ndf624392ae724fb1a4ff23b22abe12e1xb2","""Eindelijk is de opvolger van Een Nieuw Universum hier - maar voldoet het aan de verwachtingen?""","","","_:ndf624392ae724fb1a4ff23b22abe12e1xb4","","","""2023-06-01T09:32:19+02:00""^^<http://schema.org/Date>","","","""2023-06-01T09:32:19+02:00""^^<http://schema.org/Date>","","","","","","","""nl""","","""Recensie: &quot;Spider-Man: Across the Spider-Verse&quot;""","","""Recensie: &quot;Spider-Man: Across the Spider-Verse&quot;""","","","","","","","","","","","","_:ndf624392ae724fb1a4ff23b22abe12e1xb1","","","","","",""
"https://decritici.nl/recensie/spiderman-across-the-spiderverse","https://decritici.nl/recensie/spiderman-across-the-spiderverse","http://schema.org/WebPage","","","","","","","","","","","","","<https://decritici.nl/recensie/spiderman-across-the-spiderverse>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://diekritiken.de/filme/wanted","nc3bb0fe0ff084f15a8023490ac17b2f3xb3","http://schema.org/Person","","","","","<https://diekritiken.de/menschen/angelina-jolie>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Angelina Jolie""","","","","","","","","","","","","","","","","","",""
"https://diekritiken.de/filme/wanted","nc3bb0fe0ff084f15a8023490ac17b2f3xb4","http://schema.org/Person","","","","","<https://diekritiken.de/menschen/timur-bekmambetov>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Timur Bekmambetov""","","","","","","","","","","","","","","","","","",""
"https://diekritiken.de/filme/wanted","nc3bb0fe0ff084f15a8023490ac17b2f3xb1","http://schema.org/Person","","","","","<https://diekritiken.de/menschen/morgan-freeman>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Morgan Freeman""","","","","","","","","","","","","","","","","","",""
"https://diekritiken.de/filme/wanted","nc3bb0fe0ff084f15a8023490ac17b2f3xb2","http://schema.org/Person","","","","","<https://diekritiken.de/menschen/james-mcavoy>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""James McAvoy""","","","","","","","","","","","","","","","","","",""
"https://diekritiken.de/filme/wanted","nc3bb0fe0ff084f15a8023490ac17b2f3xb0","http://schema.org/Movie","","","","","","_:nc3bb0fe0ff084f15a8023490ac17b2f3xb5","","","","","","","","","","","","","","","","","","","","","","","","","","<https://diekritiken.de/img/600/900/74533/9ca4d3d8f43201c73dba13e1fffc3894_wanted>","","","","","","","","","","","","","","","""Der Film Wanted ist ein 110 minuten lang action / crime / fantasy aus 2008, unter der regie von Timur Bekmambetov. Die Hauptbesetzung besteht aus Morgan Freeman, James McAvoy und Angelina Jolie.""","","","","","","""Wanted""","""PT1H50M""","","""2008""","","","_:nc3bb0fe0ff084f15a8023490ac17b2f3xb4","_:nc3bb0fe0ff084f15a8023490ac17b2f3xb1||||_:nc3bb0fe0ff084f15a8023490ac17b2f3xb2||||_:nc3bb0fe0ff084f15a8023490ac17b2f3xb3","","","","","","","","","","",""
"https://diekritiken.de/filme/wanted","nc3bb0fe0ff084f15a8023490ac17b2f3xb5","http://schema.org/Person","","","","","<https://diekritiken.de/menschen/danny-elfman>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Danny Elfman""","","","","","","","","","","","","","","","","","",""
"https://discover.knoxcountylibrary.org/GroupedWork/182e1300-d14b-8f05-b358-d24b27714ad9-eng/Home","https://discover.knoxcountylibrary.org/Record/449056","http://schema.org/Movie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://discover.knoxcountylibrary.org/GroupedWork/182e1300-d14b-8f05-b358-d24b27714ad9-eng/Home","n3dd749f5b39d4525bd66004bd5f1eebbxb0","http://schema.org/CreativeWork","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<https://discover.knoxcountylibrary.org/bookcover.php?id=182e1300-d14b-8f05-b358-d24b27714ad9-eng&size=medium&type=grouped_work&category=Movies>","","","","","","<https://discover.knoxcountylibrary.org/Record/449056>","","","","","","","","","","","","","","","""Tremors 5: bloodlines""","","","","""true""^^<http://www.w3.org/2001/XMLSchema#boolean>","","","","","","","","""""","","","","","",""
"https://dvd.netflix.com/Movie/A-Civil-Action/18171092","n8964c86cc3ca4a6097bec230dbba83d6xb20","http://schema.org/Language","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""None""","","","","","","","","","","","","","","","","","",""
"https://dvd.netflix.com/Movie/A-Civil-Action/18171092","n8964c86cc3ca4a6097bec230dbba83d6xb15","http://schema.org/Person","","","","","","","","","","","","","<https://dvd.netflix.com/RoleDisplay/Sydney-Pollack/74281>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Sydney Pollack""","","","","","","","","","","","","","","","","","",""
"https://dvd.netflix.com/Movie/A-Civil-Action/18171092","n8964c86cc3ca4a6097bec230dbba83d6xb14","http://schema.org/Person","","","","","","","","","","","","","<https://dvd.netflix.com/RoleDisplay/David-Thornton/92408>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""David Thornton""","","","","","","","","","","","","","","","","","",""
"https://dvd.netflix.com/Movie/A-Civil-Action/18171092","n8964c86cc3ca4a6097bec230dbba83d6xb17","http://schema.org/Person","","","","","","","","","","","","","<https://dvd.netflix.com/RoleDisplay/Steven-Zaillian/102020>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Steven Zaillian""","","","","","","","","","","","","","","","","","",""
"https://dvd.netflix.com/Movie/A-Civil-Action/18171092","n8964c86cc3ca4a6097bec230dbba83d6xb16","http://schema.org/AggregateRating","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""577534""","","","","","","","","","","","","","","","","","","","","","","","","""3.5524""","",""
"https://dvd.netflix.com/Movie/A-Civil-Action/18171092","n8964c86cc3ca4a6097bec230dbba83d6xb19","http://schema.org/Language","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""French: Dolby Digital 2.0 Stereo""","","","","","","","","","","","","","","","","","",""
"https://dvd.netflix.com/Movie/A-Civil-Action/18171092","n8964c86cc3ca4a6097bec230dbba83d6xb18","http://schema.org/Language","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""English: Dolby Digital 5.1""","","","","","","","","","","","","","","","","","",""
"https://dvd.netflix.com/Movie/A-Civil-Action/18171092","n8964c86cc3ca4a6097bec230dbba83d6xb9","http://schema.org/Person","","","","","","","","","","","","","<https://dvd.netflix.com/RoleDisplay/Peter-Jacobson/20032852>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Peter Jacobson""","","","","","","","","","","","","","","","","","",""
"https://dvd.netflix.com/Movie/A-Civil-Action/18171092","n8964c86cc3ca4a6097bec230dbba83d6xb11","http://schema.org/Person","","","","","","","","","","","","","<https://dvd.netflix.com/RoleDisplay/James-Gandolfini/33026>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""James Gandolfini""","","","","","","","","","","","","","","","","","",""
"https://dvd.netflix.com/Movie/A-Civil-Action/18171092","n8964c86cc3ca4a6097bec230dbba83d6xb5","http://schema.org/Person","","","","","","","","","","","","","<https://dvd.netflix.com/RoleDisplay/William-H-Macy/57863>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""William H. Macy""","","","","","","","","","","","","","","","","","",""
"https://dvd.netflix.com/Movie/A-Civil-Action/18171092","n8964c86cc3ca4a6097bec230dbba83d6xb10","http://schema.org/Person","","","","","","","","","","","","","<https://dvd.netflix.com/RoleDisplay/Mary-Mara/58957>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Mary Mara""","","","","","","","","","","","","","","","","","",""
"https://dvd.netflix.com/Movie/A-Civil-Action/18171092","n8964c86cc3ca4a6097bec230dbba83d6xb6","http://schema.org/Person","","","","","","","","","","","","","<https://dvd.netflix.com/RoleDisplay/Zeljko-Ivanek/20002636>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Zeljko Ivanek""","","","","","","","","","","","","","","","","","",""
"https://dvd.netflix.com/Movie/A-Civil-Action/18171092","n8964c86cc3ca4a6097bec230dbba83d6xb13","http://schema.org/Person","","","","","","","","","","","","","<https://dvd.netflix.com/RoleDisplay/Dan-Hedaya/40659>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Dan Hedaya""","","","","","","","","","","","","","","","","","",""
"https://dvd.netflix.com/Movie/A-Civil-Action/18171092","n8964c86cc3ca4a6097bec230dbba83d6xb7","http://schema.org/Person","","","","","","","","","","","","","<https://dvd.netflix.com/RoleDisplay/Bruce-Norris/30023707>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Bruce Norris""","","","","","","","","","","","","","","","","","",""
"https://dvd.netflix.com/Movie/A-Civil-Action/18171092","n8964c86cc3ca4a6097bec230dbba83d6xb12","http://schema.org/Person","","","","","","","","","","","","","<https://dvd.netflix.com/RoleDisplay/Stephen-Fry/20017912>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Stephen Fry""","","","","","","","","","","","","","","","","","",""
"https://dvd.netflix.com/Movie/A-Civil-Action/18171092","n8964c86cc3ca4a6097bec230dbba83d6xb8","http://schema.org/Person","","","","","","","","","","","","","<https://dvd.netflix.com/RoleDisplay/John-Lithgow/55643>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""John Lithgow""","","","","","","","","","","","","","","","","","",""
"https://dvd.netflix.com/Movie/A-Civil-Action/18171092","n8964c86cc3ca4a6097bec230dbba83d6xb1","http://schema.org/Person","","","","","","","","","","","","","<https://dvd.netflix.com/RoleDisplay/John-Travolta/93470>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""John Travolta""","","","","","","","","","","","","","","","","","",""
"https://dvd.netflix.com/Movie/A-Civil-Action/18171092","n8964c86cc3ca4a6097bec230dbba83d6xb2","http://schema.org/Person","","","","","","","","","","","","","<https://dvd.netflix.com/RoleDisplay/Robert-Duvall/26660>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Robert Duvall""","","","","","","","","","","","","","","","","","",""
"https://dvd.netflix.com/Movie/A-Civil-Action/18171092","n8964c86cc3ca4a6097bec230dbba83d6xb3","http://schema.org/Person","","","","","","","","","","","","","<https://dvd.netflix.com/RoleDisplay/Kathleen-Quinlan/75621>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Kathleen Quinlan""","","","","","","","","","","","","","","","","","",""
"https://dvd.netflix.com/Movie/A-Civil-Action/18171092","n8964c86cc3ca4a6097bec230dbba83d6xb4","http://schema.org/Person","","","","","","","","","","","","","<https://dvd.netflix.com/RoleDisplay/Tony-Shalhoub/84462>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Tony Shalhoub""","","","","","","","","","","","","","","","","","",""
"https://dvd.netflix.com/Movie/A-Civil-Action/18171092","nb5333d64c4ff4a56bd3ac612e34b184bxb0","http://schema.org/Organization","","","","","","","","","","","","","<https://dvd.netflix.com>","","","","","","","","","","","","","","","","","","","","","<https://dvd.netflix.com/apple-touch-icon-180x180.png>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://dvd.netflix.com/Movie/A-Civil-Action/18171092","n8964c86cc3ca4a6097bec230dbba83d6xb0","http://schema.org/Movie","","","","","","","","","","","","""1998""^^<http://schema.org/Date>","","","_:n8964c86cc3ca4a6097bec230dbba83d6xb20","","","","","","","","","","","","","","""Drama""","""PG-13""","","<https://assets.nflxext.com/us/boxshots/hd1080/18171092.jpg>","""In this drama based on a true story, John Travolta stars as a personal-injury lawyer who sues a major corporation when the drinking water in Woburn, Mass., is found to contain high levels of industrial solvents. Believing the contamination is responsible for the large number of leukemia deaths among the town&#39;s children, the citizens -- lead by a woman (Kathleen Quinlan) whose child has died -- hire a lawyer to take on the corporate polluters.""","","","","","","","","","","_:n8964c86cc3ca4a6097bec230dbba83d6xb16","","","","","","_:n8964c86cc3ca4a6097bec230dbba83d6xb18||||_:n8964c86cc3ca4a6097bec230dbba83d6xb19","","","","""A Civil Action""","""PT1H55M""","","","","","_:n8964c86cc3ca4a6097bec230dbba83d6xb17","_:n8964c86cc3ca4a6097bec230dbba83d6xb1||||_:n8964c86cc3ca4a6097bec230dbba83d6xb2||||_:n8964c86cc3ca4a6097bec230dbba83d6xb3||||_:n8964c86cc3ca4a6097bec230dbba83d6xb4||||_:n8964c86cc3ca4a6097bec230dbba83d6xb5||||_:n8964c86cc3ca4a6097bec230dbba83d6xb6||||_:n8964c86cc3ca4a6097bec230dbba83d6xb7||||_:n8964c86cc3ca4a6097bec230dbba83d6xb8||||_:n8964c86cc3ca4a6097bec230dbba83d6xb9||||_:n8964c86cc3ca4a6097bec230dbba83d6xb10||||_:n8964c86cc3ca4a6097bec230dbba83d6xb11||||_:n8964c86cc3ca4a6097bec230dbba83d6xb12||||_:n8964c86cc3ca4a6097bec230dbba83d6xb13||||_:n8964c86cc3ca4a6097bec230dbba83d6xb14||||_:n8964c86cc3ca4a6097bec230dbba83d6xb15","","","","","","","","","","",""
"https://dvd.netflix.com/Movie/Pocahontas/862771","n6f8b6170275b46c0b62a62fa2548b680xb5","http://schema.org/Person","","","","","","","","","","","","","<https://dvd.netflix.com/RoleDisplay/Russell-Means/62480>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Russell Means""","","","","","","","","","","","","","","","","","",""
"https://dvd.netflix.com/Movie/Pocahontas/862771","n6f8b6170275b46c0b62a62fa2548b680xb4","http://schema.org/Person","","","","","","","","","","","","","<https://dvd.netflix.com/RoleDisplay/John-Kassir/48087>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""John Kassir""","","","","","","","","","","","","","","","","","",""
"https://dvd.netflix.com/Movie/Pocahontas/862771","n6f8b6170275b46c0b62a62fa2548b680xb7","http://schema.org/Person","","","","","","","","","","","","","<https://dvd.netflix.com/RoleDisplay/Linda-Hunt/44027>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Linda Hunt""","","","","","","","","","","","","","","","","","",""
"https://dvd.netflix.com/Movie/Pocahontas/862771","n6f8b6170275b46c0b62a62fa2548b680xb6","http://schema.org/Person","","","","","","","","","","","","","<https://dvd.netflix.com/RoleDisplay/Christian-Bale/4673>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Christian Bale""","","","","","","","","","","","","","","","","","",""
"https://dvd.netflix.com/Movie/Pocahontas/862771","n6f8b6170275b46c0b62a62fa2548b680xb9","http://schema.org/Person","","","","","","","","","","","","","<https://dvd.netflix.com/RoleDisplay/Billy-Connolly/18845>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Billy Connolly""","","","","","","","","","","","","","","","","","",""
